Ensembl ID	Entrez ID	TF family	Protein have DBD
ENSDARG00000038672	497649	HMG	ENSDARP00000129238;ENSDARP00000056473;ENSDARP00000124981;ENSDARP00000090271;ENSDARP00000124703;ENSDARP00000128252;ENSDARP00000124154;
ENSDARG00000030479	795095	HMG	ENSDARP00000129778;ENSDARP00000101257;ENSDARP00000128993;ENSDARP00000129766;ENSDARP00000128261;
ENSDARG00000028335	406447	HMGI/HMGY	ENSDARP00000036107;ENSDARP00000117564;ENSDARP00000115025;ENSDARP00000118077;
ENSDARG00000060395	100007612	HMGI/HMGY	ENSDARP00000079481;ENSDARP00000113968;
ENSDARG00000091038	\N	HMGI/HMGY	ENSDARP00000112457;
ENSDARG00000069912	324428	HMGI/HMGY	ENSDARP00000125420;ENSDARP00000074985;
ENSDARG00000070951	768130	HMGI/HMGY	ENSDARP00000128816;ENSDARP00000095374;
ENSDARG00000097930	\N	HMGI/HMGY	ENSDARP00000129499;
ENSDARG00000010630	30341	Homeobox	ENSDARP00000002263;
ENSDARG00000002365	323020	Homeobox	ENSDARP00000002973;
ENSDARG00000003965	266964	Homeobox	ENSDARP00000003103;
ENSDARG00000007609	570239	Homeobox	ENSDARP00000003928;
ENSDARG00000010461	58112	Homeobox	ENSDARP00000004227;
ENSDARG00000013057	30317	Homeobox	ENSDARP00000004270;
ENSDARG00000021232	30694	Homeobox	ENSDARP00000004716;
ENSDARG00000002933	245948	Homeobox	ENSDARP00000004972;
ENSDARG00000019774	386659	Homeobox	ENSDARP00000005108;ENSDARP00000105146;
ENSDARG00000007009	30382	Homeobox	ENSDARP00000005174;
ENSDARG00000020354	558036	Homeobox	ENSDARP00000006532;ENSDARP00000123281;
ENSDARG00000009470	266961	Homeobox	ENSDARP00000006784;ENSDARP00000068655;
ENSDARG00000017174	30557	Homeobox	ENSDARP00000007080;
ENSDARG00000009510	403019	Homeobox	ENSDARP00000007800;ENSDARP00000044189;
ENSDARG00000056023	30344	Homeobox	ENSDARP00000007852;ENSDARP00000022169;
ENSDARG00000013533	30340	Homeobox	ENSDARP00000008458;ENSDARP00000125694;
ENSDARG00000006503	100008066	Homeobox	ENSDARP00000008694;
ENSDARG00000018913	100317353	Homeobox	ENSDARP00000008701;
ENSDARG00000017615	266965	Homeobox	ENSDARP00000009156;
ENSDARG00000011273	170781	Homeobox	ENSDARP00000009610;
ENSDARG00000026513	58053	Homeobox	ENSDARP00000010277;
ENSDARG00000007941	751654	Homeobox	ENSDARP00000010904;
ENSDARG00000013125	30568	Homeobox	ENSDARP00000011033;
ENSDARG00000017164	64810	Homeobox	ENSDARP00000011087;
ENSDARG00000007641	30527	Homeobox	ENSDARP00000012308;
ENSDARG00000015073	541371	Homeobox	ENSDARP00000012379;
ENSDARG00000004023	30147	Homeobox	ENSDARP00000012903;
ENSDARG00000007406	404602	Homeobox	ENSDARP00000013072;
ENSDARG00000001859	30416	Homeobox	ENSDARP00000013350;
ENSDARG00000018611	793810	Homeobox	ENSDARP00000014246;
ENSDARG00000007407	553644	Homeobox	ENSDARP00000014797;
ENSDARG00000014201	560759	Homeobox	ENSDARP00000015517;ENSDARP00000122571;
ENSDARG00000008886	30511	Homeobox	ENSDARP00000015954;
ENSDARG00000019013	553186	Homeobox	ENSDARP00000016114;
ENSDARG00000018004	30696	Homeobox	ENSDARP00000016308;
ENSDARG00000001785	394032	Homeobox	ENSDARP00000016693;
ENSDARG00000002779	30721	Homeobox	ENSDARP00000017531;
ENSDARG00000006896	445565	Homeobox	ENSDARP00000017657;
ENSDARG00000075713	394171	Homeobox	ENSDARP00000018280;ENSDARP00000121424;
ENSDARG00000020417	30536	Homeobox	ENSDARP00000018933;ENSDARP00000112526;
ENSDARG00000014277	64807	Homeobox	ENSDARP00000019127;
ENSDARG00000003971	30157	Homeobox	ENSDARP00000020636;
ENSDARG00000014018	30463	Homeobox	ENSDARP00000021069;
ENSDARG00000014626	30585	Homeobox	ENSDARP00000022291;
ENSDARG00000021201	30260	Homeobox	ENSDARP00000022555;
ENSDARG00000023031	30325	Homeobox	ENSDARP00000023072;
ENSDARG00000014321	30244	Homeobox	ENSDARP00000023487;
ENSDARG00000086393	30394	Homeobox	ENSDARP00000023732;
ENSDARG00000001784	58055	Homeobox	ENSDARP00000023754;
ENSDARG00000015674	30526	Homeobox	ENSDARP00000024644;
ENSDARG00000009737	100330956	Homeobox	ENSDARP00000025347;
ENSDARG00000007944	30454	Homeobox	ENSDARP00000025458;
ENSDARG00000015906	58078	Homeobox	ENSDARP00000025485;
ENSDARG00000019835	81883	Homeobox	ENSDARP00000025546;
ENSDARG00000021055	415131	Homeobox	ENSDARP00000025628;
ENSDARG00000002601	140746	Homeobox	ENSDARP00000025947;
ENSDARG00000002937	170455	Homeobox	ENSDARP00000026780;ENSDARP00000125440;
ENSDARG00000002510	550288	Homeobox	ENSDARP00000027542;
ENSDARG00000009922	142987	Homeobox	ENSDARP00000027577;ENSDARP00000106835;
ENSDARG00000002330	378959	Homeobox	ENSDARP00000028001;ENSDARP00000120611;
ENSDARG00000026473	404627	Homeobox	ENSDARP00000028379;
ENSDARG00000026599	30243	Homeobox	ENSDARP00000028905;
ENSDARG00000025131	64276	Homeobox	ENSDARP00000029690;
ENSDARG00000074070	405792	Homeobox	ENSDARP00000031421;
ENSDARG00000018619	100330155	Homeobox	ENSDARP00000033512;
ENSDARG00000025891	664748	Homeobox	ENSDARP00000033713;ENSDARP00000091508;ENSDARP00000113855;
ENSDARG00000025899	352939	Homeobox	ENSDARP00000034835;
ENSDARG00000024598	566226	Homeobox	ENSDARP00000034858;
ENSDARG00000022569	436748	Homeobox	ENSDARP00000035373;ENSDARP00000108735;
ENSDARG00000021959	445169	Homeobox	ENSDARP00000036885;
ENSDARG00000027082	571508	Homeobox	ENSDARP00000037056;
ENSDARG00000005574	796163	Homeobox	ENSDARP00000038309;
ENSDARG00000022295	324283	Homeobox	ENSDARP00000038789;ENSDARP00000125092;
ENSDARG00000021916	373870	Homeobox	ENSDARP00000039283;
ENSDARG00000033971	406431	Homeobox	ENSDARP00000041364;
ENSDARG00000054304	368671	Homeobox	ENSDARP00000042099;
ENSDARG00000031387	259250	Homeobox	ENSDARP00000042193;
ENSDARG00000031138	321806	Homeobox	ENSDARP00000042270;
ENSDARG00000034043	573346	Homeobox	ENSDARP00000043856;
ENSDARG00000018321	564103	Homeobox	ENSDARP00000045350;
ENSDARG00000034420	474317	Homeobox	ENSDARP00000045627;
ENSDARG00000056027	30343	Homeobox	ENSDARP00000046637;
ENSDARG00000031337	30391	Homeobox	ENSDARP00000046765;
ENSDARG00000031983	65232	Homeobox	ENSDARP00000048109;ENSDARP00000104361;
ENSDARG00000029117	407678	Homeobox	ENSDARP00000049364;
ENSDARG00000035508	550407	Homeobox	ENSDARP00000051473;
ENSDARG00000035648	402999	Homeobox	ENSDARP00000051692;
ENSDARG00000035735	449875	Homeobox	ENSDARP00000051832;ENSDARP00000106243;
ENSDARG00000035887	436941	Homeobox	ENSDARP00000052100;ENSDARP00000122517;
ENSDARG00000035984	405399	Homeobox	ENSDARP00000052235;
ENSDARG00000036194	30164	Homeobox	ENSDARP00000052568;ENSDARP00000120155;
ENSDARG00000036231	58050	Homeobox	ENSDARP00000052632;ENSDARP00000074915;ENSDARP00000117324;
ENSDARG00000005628	30499	Homeobox	ENSDARP00000052635;ENSDARP00000113869;
ENSDARG00000036254	30438	Homeobox	ENSDARP00000052661;
ENSDARG00000036292	798281	Homeobox	ENSDARP00000052708;ENSDARP00000098008;
ENSDARG00000036337	100141367	Homeobox	ENSDARP00000052791;
ENSDARG00000078080	798151	Homeobox	ENSDARP00000053209;ENSDARP00000100211;
ENSDARG00000056979	550405	Homeobox	ENSDARP00000054806;ENSDARP00000074010;
ENSDARG00000037639	337865	Homeobox	ENSDARP00000054821;
ENSDARG00000037760	553947	Homeobox	ENSDARP00000055008;
ENSDARG00000020961	798510	Homeobox	ENSDARP00000055156;
ENSDARG00000053499	30151	Homeobox	ENSDARP00000055935;
ENSDARG00000038868	30238	Homeobox	ENSDARP00000056747;
ENSDARG00000039095	30698	Homeobox	ENSDARP00000057093;ENSDARP00000123711;
ENSDARG00000039304	494168	Homeobox	ENSDARP00000057431;
ENSDARG00000039458	571943	Homeobox	ENSDARP00000057643;
ENSDARG00000039510	30417	Homeobox	ENSDARP00000057729;
ENSDARG00000039569	378964	Homeobox	ENSDARP00000057809;
ENSDARG00000039701	30537	Homeobox	ENSDARP00000058035;
ENSDARG00000040321	30473	Homeobox	ENSDARP00000059002;ENSDARP00000105437;
ENSDARG00000040911	556898	Homeobox	ENSDARP00000059953;
ENSDARG00000040955	30170	Homeobox	ENSDARP00000060017;
ENSDARG00000042027	337089	Homeobox	ENSDARP00000061587;ENSDARP00000115613;
ENSDARG00000042106	406205	Homeobox	ENSDARP00000061715;
ENSDARG00000042145	799481	Homeobox	ENSDARP00000061775;ENSDARP00000121291;
ENSDARG00000042785	678598	Homeobox	ENSDARP00000062802;
ENSDARG00000042507	393218	Homeobox	ENSDARP00000063569;
ENSDARG00000043322	561076	Homeobox	ENSDARP00000063600;
ENSDARG00000043682	\N	Homeobox	ENSDARP00000064141;ENSDARP00000093176;
ENSDARG00000046043	58062	Homeobox	ENSDARP00000067695;
ENSDARG00000046045	58045	Homeobox	ENSDARP00000067697;
ENSDARG00000089610	58138	Homeobox	ENSDARP00000068437;ENSDARP00000032198;ENSDARP00000002092;
ENSDARG00000052165	557579	Homeobox	ENSDARP00000068452;
ENSDARG00000052550	493627	Homeobox	ENSDARP00000068914;
ENSDARG00000052893	30474	Homeobox	ENSDARP00000069319;
ENSDARG00000052947	30520	Homeobox	ENSDARP00000069381;ENSDARP00000100293;
ENSDARG00000053583	564867	Homeobox	ENSDARP00000070109;
ENSDARG00000054025	30420	Homeobox	ENSDARP00000070632;
ENSDARG00000054030	58052	Homeobox	ENSDARP00000070639;
ENSDARG00000068365	554360	Homeobox	ENSDARP00000070894;ENSDARP00000104973;
ENSDARG00000054509	30620	Homeobox	ENSDARP00000071182;
ENSDARG00000054878	566454	Homeobox	ENSDARP00000071623;
ENSDARG00000054879	30636	Homeobox	ENSDARP00000071625;
ENSDARG00000055162	386660	Homeobox	ENSDARP00000071951;
ENSDARG00000068407	30623	Homeobox	ENSDARP00000072527;ENSDARP00000104453;
ENSDARG00000056012	30335	Homeobox	ENSDARP00000072887;ENSDARP00000115133;
ENSDARG00000056015	559921	Homeobox	ENSDARP00000072890;
ENSDARG00000056030	58044	Homeobox	ENSDARP00000072915;ENSDARP00000115319;
ENSDARG00000029263	30339	Homeobox	ENSDARP00000072928;ENSDARP00000128207;
ENSDARG00000056292	30598	Homeobox	ENSDARP00000073224;ENSDARP00000095102;
ENSDARG00000056594	114430	Homeobox	ENSDARP00000073569;ENSDARP00000111060;
ENSDARG00000056697	573620	Homeobox	ENSDARP00000073690;
ENSDARG00000056819	58048	Homeobox	ENSDARP00000073839;
ENSDARG00000057721	58051	Homeobox	ENSDARP00000074910;ENSDARP00000074905;
ENSDARG00000071751	101885818	Homeobox	ENSDARP00000075128;
ENSDARG00000057936	30465	Homeobox	ENSDARP00000075139;
ENSDARG00000058004	83415	Homeobox	ENSDARP00000075251;
ENSDARG00000058008	30635	Homeobox	ENSDARP00000075254;
ENSDARG00000058011	30657	Homeobox	ENSDARP00000075256;
ENSDARG00000058702	373869	Homeobox	ENSDARP00000076061;
ENSDARG00000058999	100004956	Homeobox	ENSDARP00000076430;
ENSDARG00000059073	30212	Homeobox	ENSDARP00000076522;ENSDARP00000116722;
ENSDARG00000059255	30479	Homeobox	ENSDARP00000076765;
ENSDARG00000059256	30407	Homeobox	ENSDARP00000076768;
ENSDARG00000059263	100006598	Homeobox	ENSDARP00000076775;ENSDARP00000121699;
ENSDARG00000059267	30405	Homeobox	ENSDARP00000076780;
ENSDARG00000059274	30350	Homeobox	ENSDARP00000076790;
ENSDARG00000059276	30329	Homeobox	ENSDARP00000076791;
ENSDARG00000059337	321756	Homeobox	ENSDARP00000076869;ENSDARP00000124837;ENSDARP00000127055;
ENSDARG00000061818	566969	Homeobox	ENSDARP00000083051;
ENSDARG00000062002	564637	Homeobox	ENSDARP00000083553;
ENSDARG00000003803	\N	Homeobox	ENSDARP00000087936;ENSDARP00000105450;
ENSDARG00000077915	\N	Homeobox	ENSDARP00000089596;
ENSDARG00000068976	573364	Homeobox	ENSDARP00000090755;
ENSDARG00000089262	387532	Homeobox	ENSDARP00000090846;
ENSDARG00000069382	100149566	Homeobox	ENSDARP00000091698;ENSDARP00000091695;
ENSDARG00000070069	402974	Homeobox	ENSDARP00000093314;
ENSDARG00000012078	170446	Homeobox	ENSDARP00000093352;
ENSDARG00000070107	30625	Homeobox	ENSDARP00000093395;
ENSDARG00000070129	100001699	Homeobox	ENSDARP00000093436;
ENSDARG00000042291	30586	Homeobox	ENSDARP00000093553;ENSDARP00000124583;ENSDARP00000123729;
ENSDARG00000059280	30349	Homeobox	ENSDARP00000093704;ENSDARP00000120633;
ENSDARG00000070343	30346	Homeobox	ENSDARP00000093809;ENSDARP00000107797;
ENSDARG00000070337	58046	Homeobox	ENSDARP00000093905;
ENSDARG00000070338	30345	Homeobox	ENSDARP00000093906;
ENSDARG00000070340	30379	Homeobox	ENSDARP00000093908;ENSDARP00000121862;
ENSDARG00000070346	449648	Homeobox	ENSDARP00000093913;
ENSDARG00000070351	30403	Homeobox	ENSDARP00000093920;ENSDARP00000120202;
ENSDARG00000070352	562600	Homeobox	ENSDARP00000093921;
ENSDARG00000070353	58059	Homeobox	ENSDARP00000093923;
ENSDARG00000009045	58061	Homeobox	ENSDARP00000094573;
ENSDARG00000070955	60310	Homeobox	ENSDARP00000095383;
ENSDARG00000052150	30728	Homeobox	ENSDARP00000095454;ENSDARP00000129739;
ENSDARG00000071418	142985	Homeobox	ENSDARP00000096349;
ENSDARG00000007891	436723	Homeobox	ENSDARP00000096438;ENSDARP00000027691;
ENSDARG00000071560	30581	Homeobox	ENSDARP00000096665;
ENSDARG00000071684	30472	Homeobox	ENSDARP00000096944;
ENSDARG00000091029	544654	Homeobox	ENSDARP00000097111;
ENSDARG00000025187	394080	Homeobox	ENSDARP00000098430;ENSDARP00000030834;
ENSDARG00000076491	101885810	Homeobox	ENSDARP00000099751;
ENSDARG00000011579	58056	Homeobox	ENSDARP00000099793;
ENSDARG00000030350	406206	Homeobox	ENSDARP00000100110;ENSDARP00000040367;
ENSDARG00000042296	30569	Homeobox	ENSDARP00000100492;ENSDARP00000062025;
ENSDARG00000074250	\N	Homeobox	ENSDARP00000100621;
ENSDARG00000075026	\N	Homeobox	ENSDARP00000100880;
ENSDARG00000079406	570925	Homeobox	ENSDARP00000101188;
ENSDARG00000008174	30337	Homeobox	ENSDARP00000101854;
ENSDARG00000078541	100332380	Homeobox	ENSDARP00000102159;
ENSDARG00000095651	797503	Homeobox	ENSDARP00000102248;
ENSDARG00000073681	\N	Homeobox	ENSDARP00000102251;
ENSDARG00000075896	100329907	Homeobox	ENSDARP00000102311;
ENSDARG00000075113	792333	Homeobox	ENSDARP00000102376;
ENSDARG00000079382	\N	Homeobox	ENSDARP00000102393;
ENSDARG00000079964	30574	Homeobox	ENSDARP00000103004;
ENSDARG00000073944	563768	Homeobox	ENSDARP00000103045;ENSDARP00000113495;
ENSDARG00000074293	100330315	Homeobox	ENSDARP00000103488;ENSDARP00000129834;
ENSDARG00000075107	562300	Homeobox	ENSDARP00000104286;ENSDARP00000128532;
ENSDARG00000090023	58063	Homeobox	ENSDARP00000104963;ENSDARP00000109810;
ENSDARG00000092809	58043	Homeobox	ENSDARP00000105244;
ENSDARG00000019717	58136	Homeobox	ENSDARP00000105703;ENSDARP00000127644;ENSDARP00000018156;
ENSDARG00000087811	405762	Homeobox	ENSDARP00000105769;
ENSDARG00000044075	565782	Homeobox	ENSDARP00000106735;ENSDARP00000110171;
ENSDARG00000069327	503746	Homeobox	ENSDARP00000107444;
ENSDARG00000091353	\N	Homeobox	ENSDARP00000107475;
ENSDARG00000060529	558978	Homeobox	ENSDARP00000107903;ENSDARP00000119879;ENSDARP00000079830;
ENSDARG00000091086	566955	Homeobox	ENSDARP00000107941;
ENSDARG00000069252	30115	Homeobox	ENSDARP00000108258;ENSDARP00000091410;
ENSDARG00000006350	405755	Homeobox	ENSDARP00000108802;ENSDARP00000080281;
ENSDARG00000070954	555632	Homeobox	ENSDARP00000108860;
ENSDARG00000089550	570960	Homeobox	ENSDARP00000108876;ENSDARP00000104771;ENSDARP00000110720;
ENSDARG00000057859	30404	Homeobox	ENSDARP00000109229;ENSDARP00000075055;
ENSDARG00000088880	795005	Homeobox	ENSDARP00000109910;
ENSDARG00000091279	\N	Homeobox	ENSDARP00000109994;
ENSDARG00000036542	170445	Homeobox	ENSDARP00000110278;ENSDARP00000111389;
ENSDARG00000031316	553611	Homeobox	ENSDARP00000110487;
ENSDARG00000091547	\N	Homeobox	ENSDARP00000110653;
ENSDARG00000006982	30531	Homeobox	ENSDARP00000110660;ENSDARP00000024426;
ENSDARG00000070348	100535576	Homeobox	ENSDARP00000111519;ENSDARP00000053294;
ENSDARG00000018765	100536256	Homeobox	ENSDARP00000111569;ENSDARP00000111962;
ENSDARG00000086137	334444	Homeobox	ENSDARP00000111991;
ENSDARG00000088703	100535338	Homeobox	ENSDARP00000112074;
ENSDARG00000089368	386589	Homeobox	ENSDARP00000112208;
ENSDARG00000019306	554361	Homeobox	ENSDARP00000112221;
ENSDARG00000088332	100006399	Homeobox	ENSDARP00000112442;
ENSDARG00000042526	282666	Homeobox	ENSDARP00000113809;ENSDARP00000062356;
ENSDARG00000012697	407077	Homeobox	ENSDARP00000114078;
ENSDARG00000075330	795258	Homeobox	ENSDARP00000114376;ENSDARP00000100060;
ENSDARG00000036051	474318	Homeobox	ENSDARP00000114928;ENSDARP00000052337;
ENSDARG00000078280	555375	Homeobox	ENSDARP00000115852;ENSDARP00000100746;ENSDARP00000099553;ENSDARP00000099579;
ENSDARG00000009134	327096	Homeobox	ENSDARP00000116160;ENSDARP00000119935;
ENSDARG00000053298	30697	Homeobox	ENSDARP00000117693;ENSDARP00000075838;
ENSDARG00000069329	560399	Homeobox	ENSDARP00000118357;ENSDARP00000091568;
ENSDARG00000000175	30338	Homeobox	ENSDARP00000118498;
ENSDARG00000006615	792391	Homeobox	ENSDARP00000119593;
ENSDARG00000041098	100002200	Homeobox	ENSDARP00000120269;
ENSDARG00000077840	30066	Homeobox	ENSDARP00000121019;ENSDARP00000034815;
ENSDARG00000037964	795283	Homeobox	ENSDARP00000121419;ENSDARP00000055328;
ENSDARG00000009461	58047	Homeobox	ENSDARP00000121644;ENSDARP00000009894;
ENSDARG00000097708	30499	Homeobox	ENSDARP00000122108;
ENSDARG00000054033	30374	Homeobox	ENSDARP00000122259;
ENSDARG00000075542	556453	Homeobox	ENSDARP00000122306;ENSDARP00000101036;
ENSDARG00000011956	30561	Homeobox	ENSDARP00000122639;ENSDARP00000021032;
ENSDARG00000058379	30316	Homeobox	ENSDARP00000122985;ENSDARP00000075692;
ENSDARG00000068406	65235	Homeobox	ENSDARP00000123087;
ENSDARG00000055349	386959	Homeobox	ENSDARP00000123244;ENSDARP00000015234;
ENSDARG00000031222	791744	Homeobox	ENSDARP00000123264;
ENSDARG00000062824	565176	Homeobox	ENSDARP00000123391;
ENSDARG00000058992	565295	Homeobox	ENSDARP00000124271;ENSDARP00000076418;
ENSDARG00000053364	100192208	Homeobox	ENSDARP00000126153;ENSDARP00000126201;
ENSDARG00000074442	497424	Homeobox	ENSDARP00000126209;ENSDARP00000124718;
ENSDARG00000004695	65233	Homeobox	ENSDARP00000126491;ENSDARP00000126511;ENSDARP00000126337;
ENSDARG00000096498	368201	Homeobox	ENSDARP00000126494;
ENSDARG00000096716	100333298	Homeobox	ENSDARP00000127346;
ENSDARG00000002795	81885	Homeobox	ENSDARP00000129275;ENSDARP00000024365;
ENSDARG00000070339	30421	Homeobox	ENSDARP00000129398;ENSDARP00000076908;ENSDARP00000076907;
ENSDARG00000055158	30679	HPD	ENSDARP00000071943;
ENSDARG00000041952	100003863	HPD	ENSDARP00000099298;
ENSDARG00000088810	564431	HPD	ENSDARP00000106319;
ENSDARG00000008818	58123	HSF	ENSDARP00000005404;ENSDARP00000104813;ENSDARP00000111250;ENSDARP00000076789;ENSDARP00000121268;
ENSDARG00000053097	140427	HSF	ENSDARP00000069555;ENSDARP00000114882;
ENSDARG00000078472	100004222	HSF	ENSDARP00000101469;
ENSDARG00000090814	792628	HSF	ENSDARP00000109339;ENSDARP00000115279;
ENSDARG00000013251	503739	HSF	ENSDARP00000111022;ENSDARP00000025988;
ENSDARG00000070907	558560	HTH	ENSDARP00000117254;
ENSDARG00000006560	100002070	IRF	ENSDARP00000005897;
ENSDARG00000027658	405815	IRF	ENSDARP00000031619;ENSDARP00000107166;
ENSDARG00000032768	792160	IRF	ENSDARP00000048292;
ENSDARG00000040465	\N	IRF	ENSDARP00000059229;
ENSDARG00000043296	393570	IRF	ENSDARP00000061534;ENSDARP00000063561;
ENSDARG00000045681	405811	IRF	ENSDARP00000067163;ENSDARP00000097840;ENSDARP00000113423;
ENSDARG00000043492	678604	IRF	ENSDARP00000070128;
ENSDARG00000056407	436895	IRF	ENSDARP00000073353;
ENSDARG00000045661	393650	IRF	ENSDARP00000094398;ENSDARP00000067138;ENSDARP00000125556;
ENSDARG00000076251	564854	IRF	ENSDARP00000107705;ENSDARP00000099633;ENSDARP00000126885;
ENSDARG00000007387	325410	IRF	ENSDARP00000115520;ENSDARP00000021810;ENSDARP00000107609;ENSDARP00000123792;
ENSDARG00000016457	403013	IRF	ENSDARP00000123550;ENSDARP00000127044;ENSDARP00000008905;ENSDARP00000106618;ENSDARP00000126686;
ENSDARG00000055374	\N	IRF	ENSDARP00000127674;ENSDARP00000119326;
ENSDARG00000025699	334386	MBD	ENSDARP00000031774;ENSDARP00000109727;
ENSDARG00000042029	321217	MBD	ENSDARP00000048774;
ENSDARG00000053572	100332907	MBD	ENSDARP00000070097;
ENSDARG00000058676	450079	MBD	ENSDARP00000076212;ENSDARP00000119385;
ENSDARG00000061724	768131	MBD	ENSDARP00000082796;
ENSDARG00000075952	\N	MBD	ENSDARP00000104037;
ENSDARG00000014218	335250	MBD	ENSDARP00000109399;ENSDARP00000040671;
ENSDARG00000061774	337133	MBD	ENSDARP00000124340;ENSDARP00000123868;ENSDARP00000082941;
ENSDARG00000057782	561095	MBD	ENSDARP00000126215;
ENSDARG00000016858	326282	MH1	ENSDARP00000024277;
ENSDARG00000010207	326283	MH1	ENSDARP00000043454;
ENSDARG00000036096	58092	MH1	ENSDARP00000045373;
ENSDARG00000037238	30641	MH1	ENSDARP00000054174;ENSDARP00000105258;ENSDARP00000121034;
ENSDARG00000031763	564395	MH1	ENSDARP00000091342;
ENSDARG00000075226	559111	MH1	ENSDARP00000097763;ENSDARP00000112470;
ENSDARG00000012649	\N	MH1	ENSDARP00000099850;
ENSDARG00000027199	30628	MH1	ENSDARP00000109288;ENSDARP00000030150;
ENSDARG00000006389	30639	MH1	ENSDARP00000111803;ENSDARP00000120507;ENSDARP00000120637;ENSDARP00000117374;ENSDARP00000044755;ENSDARP00000106756;
ENSDARG00000053209	116992	MH1	ENSDARP00000112408;
ENSDARG00000021938	445564	MH1	ENSDARP00000117800;ENSDARP00000031108;
ENSDARG00000045094	560317	MH1	ENSDARP00000120222;ENSDARP00000047861;
ENSDARG00000070428	100151181	MH1	ENSDARP00000124579;ENSDARP00000094118;
ENSDARG00000004355	797815	Miscellaneous	ENSDARP00000008536;
ENSDARG00000044685	403010	Miscellaneous	ENSDARP00000065659;ENSDARP00000124074;
ENSDARG00000056541	100001692	Miscellaneous	ENSDARP00000105523;
ENSDARG00000003769	554156	MYB	ENSDARP00000012853;
ENSDARG00000008278	402934	MYB	ENSDARP00000026854;
ENSDARG00000025824	436938	MYB	ENSDARP00000028305;ENSDARP00000114863;
ENSDARG00000000966	561503	MYB	ENSDARP00000051138;ENSDARP00000001475;ENSDARP00000121486;
ENSDARG00000039302	192316	MYB	ENSDARP00000057422;
ENSDARG00000041072	321690	MYB	ENSDARP00000060168;
ENSDARG00000021288	567247	MYB	ENSDARP00000061757;
ENSDARG00000030999	558540	MYB	ENSDARP00000066654;ENSDARP00000121113;
ENSDARG00000053666	30519	MYB	ENSDARP00000070211;ENSDARP00000070207;
ENSDARG00000001940	553324	MYB	ENSDARP00000073973;
ENSDARG00000036251	553471	MYB	ENSDARP00000080054;ENSDARP00000095160;
ENSDARG00000035285	393246	MYB	ENSDARP00000088345;ENSDARP00000120166;
ENSDARG00000070477	403080	MYB	ENSDARP00000094239;ENSDARP00000108723;
ENSDARG00000031434	569294	MYB	ENSDARP00000094994;
ENSDARG00000004502	563808	MYB	ENSDARP00000095271;ENSDARP00000115189;
ENSDARG00000077946	567476	MYB	ENSDARP00000099015;
ENSDARG00000037810	550414	MYB	ENSDARP00000102304;
ENSDARG00000017397	403020	MYB	ENSDARP00000103197;
ENSDARG00000034693	561225	MYB	ENSDARP00000107103;
ENSDARG00000032264	445390	MYB	ENSDARP00000109123;ENSDARP00000040576;
ENSDARG00000043797	394059	MYB	ENSDARP00000109711;ENSDARP00000064312;
ENSDARG00000031562	797303	MYB	ENSDARP00000111548;ENSDARP00000085372;
ENSDARG00000094107	101886509	MYB	ENSDARP00000115377;
ENSDARG00000095241	\N	MYB	ENSDARP00000115602;
ENSDARG00000094043	\N	MYB	ENSDARP00000115989;
ENSDARG00000058710	566954	MYB	ENSDARP00000118728;
ENSDARG00000077581	567022	MYB	ENSDARP00000119233;ENSDARP00000101210;
ENSDARG00000091967	334973	MYB	ENSDARP00000119758;
ENSDARG00000092508	100333053	MYB	ENSDARP00000120656;
ENSDARG00000067673	561241	MYB	ENSDARP00000121534;ENSDARP00000088244;
ENSDARG00000093999	334973	MYB	ENSDARP00000121645;
ENSDARG00000093403	449954	MYB	ENSDARP00000123008;
ENSDARG00000042563	368727	MYB	ENSDARP00000128453;ENSDARP00000062429;ENSDARP00000101196;
ENSDARG00000059354	447841	NCU-G1	ENSDARP00000076889;
ENSDARG00000040581	\N	NDT80/PhoG	ENSDARP00000059396;
ENSDARG00000078676	570792	NDT80/PhoG	ENSDARP00000104600;ENSDARP00000127515;
ENSDARG00000000796	431720	NGFIB-like	ENSDARP00000001911;
ENSDARG00000044532	436679	NGFIB-like	ENSDARP00000065384;
ENSDARG00000055854	548604	NGFIB-like	ENSDARP00000072712;ENSDARP00000113856;
ENSDARG00000017007	100008101	NGFIB-like	ENSDARP00000100256;ENSDARP00000124937;
ENSDARG00000001621	573719	NF-YA	ENSDARP00000015851;ENSDARP00000120533;
ENSDARG00000042004	83915	NF-YA	ENSDARP00000093838;ENSDARP00000090345;ENSDARP00000120414;ENSDARP00000106116;
ENSDARG00000039185	550227	NF-YB	ENSDARP00000057253;ENSDARP00000128248;
ENSDARG00000045611	503744	NF-YB	ENSDARP00000127511;ENSDARP00000067071;
ENSDARG00000070151	323445	NF-YC	ENSDARP00000126159;ENSDARP00000126166;ENSDARP00000093483;
ENSDARG00000000018	64604	Nrf1	ENSDARP00000000019;ENSDARP00000116798;
ENSDARG00000035559	30590	P53	ENSDARP00000051548;ENSDARP00000116736;
ENSDARG00000044356	260407	P53	ENSDARP00000108362;ENSDARP00000065134;ENSDARP00000106582;ENSDARP00000065136;ENSDARP00000107767;
ENSDARG00000017953	368221	P53	ENSDARP00000109674;ENSDARP00000109684;ENSDARP00000074096;
ENSDARG00000021336	561564	PAX	ENSDARP00000013792;
ENSDARG00000028348	100150137	PAX	ENSDARP00000019112;
ENSDARG00000008203	564359	PAX	ENSDARP00000023546;ENSDARP00000116456;
